Bloco,Tratamento,DAS,Inoculacao,Rn,Gn,Bn,MPRI,H,S,V,ICVE,Clof A,Clof B,Clorof Total,NDVI
C,50,65,sem,0.208951499,0.45485801,0.336190491,0.370447406,151.0456991,0.54062258,0.483032997,0.831257581,41.83333333,9.466666667,51.3,0.919575342
C,50,65,com,0.208971406,0.453932059,0.337096535,0.369526886,151.3826227,0.539641667,0.470849177,0.837517623,45.03333333,10.76666667,55.8,0.904923077
C,50,65,com,0.209466487,0.456940259,0.333593254,0.371355442,150.0945268,0.541588899,0.438929423,0.840352375,38.56666667,7.8,46.36666667,0.865059524
C,50,65,com,0.211545706,0.452840232,0.335614062,0.363184276,150.8506848,0.532846927,0.454773051,0.842186034,44.43333333,10.96666667,55.4,0.907897436
C,50,65,com,0.211323665,0.454628518,0.334047817,0.365348833,150.2642919,0.535172879,0.452209178,0.839007603,40.83333333,8.766666667,49.6,0.91386747
C,50,65,com,0.208718471,0.455413784,0.335867745,0.371455099,150.9246105,0.541694875,0.427016362,0.848899646,44.53333333,10.73333333,55.26666667,0.92445679
D,50,65,sem,0.254049445,0.441092641,0.304857914,0.269071892,136.2984179,0.424045153,0.459915634,0.79589317,39.66666667,10.03333333,49.7,0.905337662
D,50,65,sem,0.262472844,0.436637454,0.300889702,0.249123222,133.2346718,0.398876937,0.458188129,0.787837599,39,8.466666667,47.46666667,0.896
D,50,65,sem,0.224514491,0.428669401,0.346816108,0.312553498,155.9437695,0.476252585,0.430605525,0.897401572,39.93333333,9.3,49.23333333,0.925336842
D,50,65,sem,0.223467783,0.429533444,0.346998773,0.315567035,155.9684354,0.479742995,0.470050883,0.883226681,40.76666667,9.466666667,50.23333333,0.930853933
D,50,65,sem,0.259947978,0.439975208,0.300076815,0.257209982,133.3742558,0.409175851,0.492190847,0.773845855,41.63333333,10.36666667,52,0.92489011
D,50,65,com,0.202568002,0.463688291,0.333743707,0.391921685,150.1414431,0.563137551,0.391737414,0.849160806,40.2,9.066666667,49.26666667,0.885183908
D,50,65,com,0.215763677,0.4502536,0.333982723,0.352077839,150.2492435,0.520795221,0.477917891,0.835146982,39.13333333,8.266666667,47.4,0.9042
D,50,65,com,0.210803814,0.454467125,0.334729062,0.366261769,150.5155292,0.536151676,0.46028366,0.837385605,39.3,8.933333333,48.23333333,0.8758
D,50,65,com,0.215866959,0.452103548,0.332029493,0.353663203,149.5032709,0.522527615,0.439964008,0.843076519,37.4,7.8,45.2,0.8872
D,50,65,com,0.219195397,0.448533496,0.332271107,0.3434599,149.5831466,0.511306515,0.427132667,0.851537754,40.86666667,9.566666667,50.43333333,0.8863
A,50,87,sem,0.24175036,0.431007515,0.327242125,0.281315407,147.1033659,0.439104072,0.347636815,0.888327292,40.06666667,9.233333333,49.3,
A,50,87,sem,0.236781918,0.418799756,0.344418326,0.277643267,155.4810525,0.434617822,0.432583896,0.908049719,40.66666667,9.766666667,50.43333333,
A,50,87,sem,0.230844119,0.430533971,0.338621909,0.301929947,152.3835555,0.463819037,0.360659383,0.905082502,42.53333333,10.5,53.03333333,
A,50,87,sem,0.231647586,0.423116208,0.345236206,0.292423962,155.5949561,0.45252018,0.396333833,0.914798418,42.7,10.3,53,
A,50,87,sem,0.243639922,0.414789518,0.34157056,0.259936124,154.331593,0.412617941,0.381928659,0.925882206,43.23333333,9.766666667,53,
A,50,87,com,0.232721129,0.425623303,0.341655567,0.293011021,153.8828026,0.453222774,0.398335072,0.904385177,43.76666667,10.86666667,54.63333333,
A,50,87,com,0.249257342,0.411414899,0.339327759,0.245443273,153.3270007,0.39414605,0.39039106,0.923637634,43.1,9.966666667,53.06666667,
A,50,87,com,0.230846596,0.437930104,0.3312233,0.309645219,149.0829643,0.472868857,0.354025957,0.885940419,45.03333333,11.16666667,56.2,
A,50,87,com,0.266162389,0.405188509,0.328649102,0.207084134,146.9676141,0.343114665,0.416888029,0.896485847,42.7,10.03333333,52.73333333,
A,50,87,com,0.271890667,0.417031774,0.311077559,0.210678442,136.1995007,0.348033689,0.386205426,0.845250855,42.83333333,10.7,53.53333333,
B,50,87,sem,0.237441986,0.446333434,0.31622458,0.305497159,142.6287656,0.468016582,0.156138052,0.91766382,,,,
B,50,87,sem,0.230377918,0.438881284,0.330740799,0.311543517,148.8809383,0.475079192,0.211432953,0.931612276,,,,
B,50,87,sem,0.22119542,0.441654125,0.337150455,0.332592375,151.5583007,0.499165959,0.213993066,0.937604218,,,,
B,50,87,sem,0.223906373,0.438493901,0.337599726,0.323954466,151.7893647,0.48937403,0.265564693,0.92496134,43.96666667,11.26666667,55.23333333,
B,50,87,sem,0.211092983,0.440663276,0.348243741,0.352233355,155.8454283,0.52096534,0.300316182,0.925380761,45.1,11.9,57,
B,50,87,com,0.231987216,0.429545748,0.338467036,0.298637473,152.3387156,0.459924311,0.216587929,0.954155451,39.86666667,12.1,51.96666667,
B,50,87,com,0.227041586,0.440667078,0.332291336,0.319938175,149.5610087,0.484777516,0.21130033,0.932201877,39.4,12.3,51.7,
B,50,87,com,0.21635986,0.449742188,0.333897952,0.350370229,150.2177358,0.518924695,0.152321041,0.944127732,39.93333333,11.8,51.73333333,
B,50,87,com,0.220497137,0.452536427,0.326966437,0.344766297,147.5305014,0.512752733,0.121375874,0.941571027,38.16666667,9.033333333,47.2,
B,50,87,com,0.227920597,0.449133271,0.322946132,0.326728321,145.7739848,0.492532369,0.207663624,0.90979014,38.03333333,9.466666667,47.5,
C,50,87,sem,0.236496347,0.418024337,0.345479317,0.277344925,156.0218731,0.434252205,0.436720301,0.909797348,37.33333333,13.16666667,50.5,
C,50,87,sem,0.233929208,0.432230326,0.333840466,0.297678121,150.2301649,0.458785759,0.398366342,0.882227994,38.4,13.06666667,51.46666667,
C,50,87,sem,0.239403632,0.410987561,0.349608806,0.263816501,158.5368867,0.417491781,0.455898583,0.922963693,42.73333333,13.3,56.03333333,
C,50,87,sem,0.26182324,0.406349442,0.331827318,0.216300674,149.0621675,0.355669743,0.441304859,0.895798286,41.76666667,12.33333333,54.1,
C,50,87,sem,0.24953441,0.411788855,0.338676735,0.245348157,152.9639013,0.394023399,0.432968133,0.907468941,45.06666667,,,
C,50,87,com,0.235709395,0.420399339,0.343891266,0.281492891,155.1449142,0.439320254,0.340743451,0.935228288,40.96666667,10.53333333,51.5,
C,50,87,com,0.247537892,0.408681772,0.343780335,0.24556393,155.8347247,0.394301608,0.427379034,0.925188257,43.26666667,12.46666667,55.73333333,
C,50,87,com,0.235170044,0.434311726,0.33051823,0.297456466,148.7277434,0.458522461,0.401621314,0.872883983,40.26666667,10.56666667,50.83333333,
C,50,87,com,0.234543755,0.427306513,0.338149732,0.29124829,152.2487533,0.451111211,0.416208493,0.890053172,42.46666667,11.16666667,53.63333333,
C,50,87,com,0.229159995,0.439487679,0.331352326,0.314556816,149.1523196,0.478574699,0.306476444,0.900273617,43.8,10.56666667,54.36666667,
D,50,87,sem,0.229739102,0.444597589,0.325663309,0.318621972,146.7871774,0.483265074,0.250549157,0.904212909,46.3,12.46666667,58.76666667,
D,50,87,sem,0.217864598,0.44998411,0.332151291,0.347563017,149.5416852,0.515839352,0.296093639,0.893476143,41.96666667,10.36666667,52.33333333,
D,50,87,sem,0.226132697,0.441643268,0.332224034,0.322728853,149.5367424,0.487974315,0.237866729,0.922145999,43.86666667,12.36666667,56.23333333,
D,50,87,sem,0.283761834,0.391698122,0.324540044,0.159796724,142.6679338,0.275559882,0.429066011,0.891057668,40.1,9.3,49.4,
D,50,87,sem,0.238535514,0.426705738,0.334758748,0.282860126,150.6817619,0.44098358,0.372574303,0.899268271,44.06666667,13.06666667,57.13333333,
D,50,87,com,0.216967654,0.443650616,0.33938173,0.343137592,152.4013967,0.510949279,0.372449038,0.885541654,41.43333333,10.53333333,51.96666667,
D,50,87,com,0.276907671,0.415875487,0.307216841,0.200593526,133.086125,0.334157267,0.44560111,0.812781236,41.43333333,10.56666667,52,
D,50,87,com,0.270155227,0.419264854,0.310579919,0.216282686,136.2664316,0.355645424,0.378200473,0.845753765,44.86666667,,60.8,
D,50,87,com,0.252090587,0.412763567,0.335145846,0.241666505,151.0152683,0.389261535,0.376162276,0.917165776,41.8,11.06666667,52.86666667,
D,50,87,com,0.23825517,0.420028135,0.341716695,0.276131817,154.1507961,0.432763784,0.421031164,0.905128329,41.43333333,11.7,53.13333333,
A,50,101,sem,0.214397816,0.434766203,0.350835981,0.339464882,157.1482044,0.506866416,0.261120809,0.950383172,41.26666667,12.9,54.16666667,
A,50,101,sem,0.215403093,0.432674751,0.351922156,0.335255495,157.7000105,0.502159319,0.265055875,0.953706105,41.43333333,10.73333333,52.16666667,
A,50,101,sem,0.215278775,0.436310651,0.348410574,0.339219557,156.1391671,0.506592896,0.238017167,0.952569796,41.73333333,13.03333333,54.76666667,
A,50,101,sem,0.238533327,0.416644377,0.344822296,0.271851511,155.8054042,0.427489387,0.385028769,0.928079527,44,12.06666667,56.06666667,
A,50,101,sem,0.235701764,0.420613715,0.343684521,0.28174248,155.0381108,0.439624159,0.365228659,0.926371899,42.5,12.5,55,
A,50,101,com,0.255260758,0.398279136,0.346460106,0.218836494,158.2605435,0.359090813,0.380488569,0.966032114,45.76666667,14.46666667,60.23333333,
A,50,101,com,0.270107631,0.389817376,0.340074993,0.181399014,155.0685044,0.307091866,0.361431947,0.971983754,43.66666667,12.6,56.26666667,
A,50,101,com,0.254797471,0.403042822,0.342159706,0.225351582,155.3585059,0.367815385,0.363541198,0.952650616,44.2,11.86666667,56.06666667,
A,50,101,com,0.268647095,0.394207435,0.33714547,0.189423674,152.7324893,0.318513374,0.39205874,0.944989792,44.2,13,57.2,
A,50,101,com,0.274755402,0.386887486,0.338357112,0.169475235,154.0322094,0.289831251,0.39525794,0.960704767,43.73333333,12.56666667,56.3,
B,50,101,sem,0.280509086,0.386940951,0.332549963,0.159460422,149.337573,0.275059706,0.415806446,0.932697799,44.4,12.73333333,57.13333333,
B,50,101,sem,0.222471711,0.42257465,0.354953638,0.310214817,159.7241322,0.473532757,0.337109484,0.950475543,44.3,11.83333333,56.13333333,
B,50,101,sem,0.231015333,0.415203021,0.353781647,0.285023919,159.9917004,0.443608738,0.383556146,0.946454486,44.4,11.8,56.2,
B,50,101,sem,0.231385608,0.420284383,0.348330009,0.289868766,157.1451009,0.449454663,0.407042984,0.920862456,,,,
B,50,101,sem,0.27440598,0.383783365,0.341810656,0.166179209,156.975473,0.284997723,0.391822226,0.979812645,44.46666667,10.76666667,55.23333333,
B,50,101,com,0.278273967,0.392690522,0.329035511,0.1705255,146.6193349,0.291365716,0.480143708,0.890715386,42.13333333,11.1,53.23333333,
B,50,101,com,0.266560808,0.391994542,0.34144465,0.19046802,155.8199535,0.319988469,0.434551336,0.947486473,42.2,12.06666667,54.26666667,
B,50,101,com,0.269120733,0.388194936,0.342684331,0.181152236,157.0677759,0.306738167,0.414809452,0.965416215,46.33333333,12.96666667,59.3,
B,50,101,com,0.311872344,0.385303316,0.302824341,0.105326356,113.4179567,0.214062459,0.470081893,0.735384975,43.7,14.8,58.5,
B,50,101,com,0.297852904,0.387610074,0.314537022,0.130943863,131.1528366,0.231565628,0.459207841,0.83170238,44.06666667,13,57.06666667,
C,50,101,sem,0.281429464,0.397562584,0.321007953,0.171037526,140.4481661,0.292112801,0.422301891,0.875462692,43.33333333,13.93333333,57.26666667,
C,50,101,sem,0.2256208,0.422661445,0.351717755,0.303942683,158.397242,0.46619025,0.361248826,0.937504986,42.06666667,12.83333333,54.9,
C,50,101,sem,0.293175727,0.401422438,0.305401835,0.155840766,126.7768013,0.269657847,0.42727247,0.80533879,42.53333333,12.93333333,55.46666667,
C,50,101,sem,0.239715424,0.410527212,0.349757364,0.262689306,158.6537515,0.416079086,0.31929823,0.969617292,44.96666667,14.96666667,59.93333333,
C,50,101,sem,0.288375945,0.397795896,0.31382816,0.159464357,133.956622,0.275065561,0.415551713,0.847331031,43.76666667,12.76666667,56.53333333,
C,50,101,com,0.239109809,0.416868008,0.344022182,0.270982028,155.4118258,0.426413626,0.43320342,0.91019335,44.5,,60.2,
C,50,101,com,0.225965744,0.423898898,0.350135358,0.30457597,157.6398632,0.466934816,0.424506513,0.911963241,44.73333333,12.33333333,57.06666667,
C,50,101,com,0.243956722,0.405809162,0.350234116,0.249093473,159.3978838,0.398838803,0.395328771,0.954154608,44.43333333,11.26666667,55.7,
C,50,101,com,0.2996286,0.390755008,0.309616392,0.131993875,126.5762224,0.233205988,0.489819575,0.795526048,,,,
C,50,101,com,0.291194066,0.400924015,0.307881918,0.158542237,129.1248663,0.273692632,0.418298262,0.82003007,44.26666667,10.73333333,55,
D,50,101,sem,0.242414974,0.405109158,0.352475868,0.251255785,160.5893651,0.401605791,0.40910442,0.955259736,47.23333333,14.23333333,61.46666667,
D,50,101,sem,0.286225586,0.389722385,0.324052029,0.153113558,141.9290514,0.265565446,0.488318061,0.870533561,45.16666667,12.46666667,57.63333333,
D,50,101,sem,0.286355523,0.390228149,0.323416328,0.153525174,141.4074528,0.26618435,0.447569256,0.881012425,43.83333333,12.7,56.53333333,
D,50,101,sem,0.224488397,0.426490227,0.349021376,0.31030486,156.9896588,0.473637654,0.369558261,0.9244328,45.1,13.36666667,58.46666667,
D,50,101,sem,0.260035518,0.403034074,0.336930407,0.215661459,152.2639157,0.354805127,0.333291392,0.94987847,44.5,13.7,58.2,
D,50,101,com,0.26267454,0.392537023,0.344788437,0.198199316,157.9388544,0.330828624,0.39290656,0.969526352,44.3,12.76666667,57.06666667,
D,50,101,com,0.220916345,0.426283613,0.352800042,0.317316566,158.5310761,0.481762052,0.3732802,0.92904745,43.53333333,12.16666667,55.7,
D,50,101,com,0.255643025,0.413526879,0.330830096,0.235939862,148.5730564,0.381798288,0.370402512,0.908005602,46.6,13.66666667,60.26666667,
D,50,101,com,0.305749628,0.39135117,0.302899202,0.122796505,118.0664587,0.226016872,0.398795308,0.780987377,45.13333333,12.36666667,57.5,
D,50,101,com,0.300135371,0.39097417,0.308890459,0.131439075,125.7828297,0.232339643,0.408319288,0.818573855,44.03333333,11.83333333,55.86666667,
A,50,109,sem,0.292415554,0.386886073,0.320698373,0.139070061,137.9629494,0.244181752,0.315485753,0.913238328,44.63333333,13.8,58.43333333,
A,50,109,sem,0.28228892,0.39015664,0.32755444,0.160411082,145.1783499,0.276472854,0.297853492,0.948437606,44.86666667,14.16666667,59.03333333,
A,50,109,sem,0.297976056,0.387345826,0.314678118,0.13040554,131.2132292,0.230723462,0.314958589,0.880401701,43.4,13.5,56.9,
A,50,109,sem,0.296366284,0.37817916,0.325454556,0.121285936,141.3327831,0.216333644,0.453577804,0.895211646,46.73333333,15.76666667,62.5,
A,50,109,sem,0.28914231,0.391339086,0.319518604,0.150183058,137.8340035,0.261146357,0.339134147,0.898984296,46.66666667,14.3,60.96666667,
A,50,109,com,0.295985707,0.378490092,0.325524201,0.122323715,141.4813992,0.217982947,0.410195707,0.909948222,44.8,15.8,60.6,
A,50,109,com,0.294648129,0.378289977,0.327061894,0.124293523,143.2518287,0.221105112,0.377669294,0.929585358,44.66666667,14.43333333,59.1,
A,50,109,com,0.298444727,0.377881898,0.323673375,0.117453858,139.0555492,0.210216927,0.353084066,0.918097164,43.53333333,13.9,57.43333333,
A,50,109,com,0.296932223,0.379450234,0.323617543,0.12199904,139.4032691,0.21746728,0.341018857,0.921633894,47.56666667,15.43333333,63,
A,50,109,com,0.298542005,0.383885131,0.317572863,0.125058224,133.3795367,0.222314227,0.322721562,0.892652163,47.13333333,15.96666667,63.1,
B,50,109,sem,0.269798032,0.401480683,0.328721286,0.19616688,146.8478439,0.327992496,0.251179389,0.956097393,39.66666667,12,51.66666667,
B,50,109,sem,0.290628369,0.378517783,0.330853848,0.131345617,147.4609719,0.23219362,0.322794476,0.967564923,42.76666667,13.63333333,56.4,
B,50,109,sem,0.299706046,0.379739084,0.32055487,0.117791761,135.630163,0.21075797,0.321391196,0.909451183,45.36666667,13.6,58.96666667,
B,50,109,sem,0.299354126,0.381782983,0.318862891,0.121016541,134.2004381,0.215905006,0.410722536,0.870015475,41.2,11.73333333,52.93333333,
B,50,109,sem,0.298063506,0.388664861,0.313271633,0.131931866,130.0714571,0.2331092,0.256341679,0.892802246,44.63333333,15.16666667,59.8,
B,50,109,com,0.286390068,0.388927013,0.324682918,0.151835261,142.4072505,0.263640585,0.315796296,0.931339098,44.1,13.83333333,57.93333333,
B,50,109,com,0.289063187,0.387912512,0.323024301,0.146016061,140.6138669,0.25482376,0.350892197,0.912616164,44.26666667,12.56666667,56.83333333,
B,50,109,com,0.29809395,0.383464534,0.318441516,0.125257899,134.3006396,0.222629673,0.391645612,0.874689569,44.66666667,13.7,58.36666667,
B,50,109,com,0.289743361,0.392026736,0.318229903,0.150026198,136.7103653,0.260909183,0.303300074,0.90476561,42.73333333,13.76666667,56.5,
B,50,109,com,0.295452049,0.385989559,0.318558392,0.132861729,135.3127758,0.23455948,0.351819512,0.889611313,41.5,11.76666667,53.26666667,
C,50,109,sem,0.246712159,0.401345208,0.351942633,0.238610125,160.8310417,0.385286896,0.263307622,1.010640948,42.26666667,13.23333333,55.5,
C,50,109,sem,0.269998263,0.393720775,0.336280961,0.18640796,152.1442057,0.314239226,0.399336118,0.940720473,43.9,13.2,57.1,
C,50,109,sem,0.30043065,0.398844412,0.300724938,0.140736839,120.1794189,0.24674725,0.388270282,0.789324261,43.33333333,12.86666667,56.2,
C,50,109,sem,0.294825528,0.39578934,0.309385131,0.14619409,128.652369,0.255094824,0.405903621,0.827735902,42.2,12.5,54.7,
C,50,109,sem,0.293379774,0.399426171,0.307194055,0.153067967,127.8159829,0.265496868,0.354381564,0.836795984,44.4,12.56666667,56.96666667,
C,50,109,com,0.247959193,0.402944902,0.349095905,0.238108363,159.1533051,0.38463251,0.351401811,0.972173588,43.66666667,14.23333333,57.9,
C,50,109,com,0.25292333,0.40074647,0.3463302,0.226143445,157.9129558,0.368869476,0.355110811,0.96930077,46.26666667,13.96666667,60.23333333,
C,50,109,com,0.241169477,0.41228333,0.346547193,0.261861072,156.9500356,0.415039465,0.329661366,0.957044365,45.26666667,13.46666667,58.73333333,
C,50,109,com,0.302930164,0.396612068,0.300457768,0.133918868,118.4572318,0.24243917,0.444431555,0.762472158,45.43333333,13.46666667,58.9,
C,50,109,com,0.298158007,0.395373027,0.306468966,0.140174001,125.1294289,0.245881771,0.386426286,0.817727475,44.23333333,12.63333333,56.86666667,
D,50,109,sem,0.275166248,0.389717733,0.335116019,0.17228793,151.4006079,0.293934494,0.32471964,0.968229777,42.83333333,12.66666667,55.5,
D,50,109,sem,0.27438407,0.394657663,0.330958267,0.179769941,148.2227524,0.304754231,0.298844872,0.955593368,43.5,12.43333333,55.93333333,
D,50,109,sem,0.297886695,0.390490789,0.311622516,0.134525165,128.8997069,0.237147962,0.413379848,0.832600213,38.33333333,11.7,50.03333333,
D,50,109,sem,0.301053823,0.392277531,0.306668647,0.131573032,123.6930034,0.232548899,0.393506601,0.811831519,43.06666667,11.6,54.66666667,
D,50,109,sem,0.282233764,0.396238408,0.321527829,0.168031423,140.6802445,0.287717298,0.423134652,0.877939597,42.36666667,12.2,54.56666667,
D,50,109,com,0.275785186,0.388019814,0.336195,0.169077709,152.2947462,0.289249735,0.389397375,0.953199553,47.7,,,
D,50,109,com,0.298922222,0.384272311,0.316805467,0.124927944,132.5716879,0.222108349,0.478022633,0.836465717,42.8,11.86666667,54.66666667,
D,50,109,com,0.29503615,0.394243091,0.31072076,0.14392852,129.4859954,0.25163901,0.422404884,0.828018677,43.53333333,12.4,55.93333333,
D,50,109,com,0.281528911,0.388822081,0.329649007,0.160055211,146.9095017,0.275944127,0.38685068,0.928565629,42.33333333,10.9,53.23333333,
D,50,109,com,0.302180758,0.387415696,0.310403546,0.123601183,125.7883224,0.220008995,0.373934303,0.834176247,44.5,12.7,57.2,
A,75,31,sem,0.239797483,0.426810683,0.333391834,0.280544417,150.0281534,0.438164289,0.07921141,0.994364508,43.96666667,9.4,53.36666667,0.435627119
A,75,31,sem,0.227301848,0.433667724,0.339030428,0.312216908,152.484609,0.475861736,0.19624073,0.956435895,41.23333333,7.9,49.13333333,0.501725806
A,75,31,sem,0.225852507,0.435474894,0.338672599,0.316972178,152.2923788,0.481365033,0.162357329,0.964827984,41.8,8.666666667,50.46666667,0.579457627
A,75,31,sem,0.214873246,0.440950528,0.344176225,0.344722608,154.3164897,0.512704413,0.134984653,0.97475081,42.86666667,9.4,52.26666667,0.6036
A,75,31,sem,0.193295452,0.451014901,0.355689647,0.399992717,157.8072037,0.57142114,0.135085007,0.974537971,41.5,8.2,49.7,0.600965517
A,75,31,com,0.207519956,0.437455092,0.355024952,0.356502375,158.4904191,0.525619979,0.2484669,0.955806702,41.4,7.966666667,49.36666667,0.767607143
A,75,31,com,0.20835635,0.438795983,0.352847667,0.356082518,157.6214755,0.525163496,0.256213922,0.948549058,40.9,8.4,49.3,0.618017241
A,75,31,com,0.207938187,0.435409152,0.356652661,0.353574114,159.2264059,0.522430372,0.123274902,1.002689386,41.8,8,49.8,0.569311475
A,75,31,com,0.211486116,0.432837907,0.355675977,0.343541111,159.0843535,0.5113965,0.126434243,1.004525049,41.06666667,7.866666667,48.93333333,0.599238095
A,75,31,com,0.21514129,0.441129274,0.343729436,0.344351852,154.140261,0.512294235,0.160443802,0.965422104,38.86666667,7,45.86666667,0.55895082
B,75,31,sem,0.247002298,0.451043547,0.301954155,0.292303508,136.1590433,0.452375941,0.157588535,0.886450971,41.66666667,8.5,50.16666667,0.55045614
B,75,31,sem,0.196697827,0.460075925,0.343226248,0.401018001,153.3805481,0.572466594,0.229620838,0.918085012,44.43333333,9.8,54.23333333,0.621277778
B,75,31,sem,0.23896546,0.45923434,0.3018002,0.315481157,137.1158287,0.479643749,0.271549572,0.844690163,43.06666667,9.333333333,52.4,0.765864407
B,75,31,sem,0.218086253,0.46180794,0.320105807,0.358470024,145.1154229,0.527755516,0.249743315,0.88036385,43.4,9.7,53.1,0.741
B,75,31,sem,0.230503619,0.455091837,0.314404543,0.327581252,142.4146016,0.493500871,0.223452743,0.885541027,42.8,9.5,52.3,0.80055102
B,75,31,com,0.18225658,0.466981236,0.350762184,0.438552174,155.50917,0.609713269,0.126580888,0.951841781,41.13333333,8.233333333,49.36666667,0.629983871
B,75,31,com,0.240528547,0.452247098,0.307224355,0.305609115,138.9012653,0.468147949,0.214572678,0.877433487,38.86666667,7.5,46.36666667,0.525847458
B,75,31,com,0.247332408,0.427401524,0.325266067,0.266874255,145.9679153,0.421311356,0.117170648,0.964772195,40.8,7.666666667,48.46666667,0.513444444
B,75,31,com,0.242988025,0.44511376,0.311898214,0.293743948,140.4556404,0.454099049,0.154793539,0.910678251,42.96666667,8.7,51.66666667,0.554614035
B,75,31,com,0.250675437,0.43362931,0.315695253,0.267357305,141.3233473,0.421913069,0.128269055,0.935069,42.8,8.6,51.4,0.52861194
C,75,31,sem,0.232413402,0.438157056,0.329429542,0.306818846,148.292335,0.469565995,0.141766584,0.953402113,44.23333333,9.866666667,54.1,0.389016393
C,75,31,sem,0.195171406,0.45802675,0.346801844,0.402412869,154.6115324,0.573886447,0.252903772,0.916689552,43.83333333,8.733333333,52.56666667,0.461890625
C,75,31,sem,0.171097228,0.462907158,0.365995614,0.460264845,160.0736986,0.630385435,0.239504887,0.932668218,42,8.966666667,50.96666667,0.491918033
C,75,31,sem,0.200028225,0.45921775,0.340754025,0.393160573,152.576733,0.564415302,0.252988286,0.908513987,41.2,8.166666667,49.36666667,0.514127273
C,75,31,sem,0.18532601,0.461787824,0.352886165,0.427222845,156.3652729,0.59867714,0.341277047,0.888711231,41.26666667,8.433333333,49.7,0.639666667
C,75,31,com,0.182725969,0.460972025,0.356302006,0.432261803,157.4293256,0.603607249,0.216039725,0.93472504,42.13333333,8.4,50.53333333,0.4528
C,75,31,com,0.167529607,0.471032894,0.361437499,0.475291434,158.3339292,0.644335652,0.171575376,0.940995931,39.66666667,7.533333333,47.2,0.4205
C,75,31,com,0.171209027,0.46614529,0.362645683,0.462750866,158.9446834,0.632713166,0.22227155,0.931364447,42.66666667,8.666666667,51.33333333,0.3846
C,75,31,com,0.209119927,0.458136118,0.332743955,0.373194358,149.7869855,0.543541933,0.146534262,0.935457854,41.03333333,8.366666667,49.4,0.391431034
C,75,31,com,0.171582295,0.46294313,0.365474575,0.459179133,159.9282792,0.629366364,0.213921438,0.940727839,41.56666667,8.3,49.86666667,0.379206897
D,75,31,sem,0.18566865,0.449559678,0.364771673,0.415427047,160.7220414,0.586998882,0.203257352,0.962814819,42.06666667,8.433333333,50.5,
D,75,31,sem,0.206663163,0.437728136,0.3556087,0.358578666,158.676274,0.527873248,0.240535939,0.958731793,41.06666667,8.3,49.36666667,
D,75,31,sem,0.200677075,0.444125077,0.355197848,0.377554574,158.0830664,0.548151893,0.203499443,0.961022146,42.96666667,9,51.96666667,
D,75,31,sem,0.209708403,0.44375583,0.346535767,0.358164096,155.0768301,0.527423891,0.231672904,0.941839013,42.2,8.233333333,50.43333333,
D,75,31,sem,0.213981568,0.437820535,0.348197897,0.343415533,155.9766661,0.511257351,0.187791008,0.966854247,41.2,8.6,49.8,
D,75,31,com,0.214080351,0.442464887,0.343454762,0.347858034,153.9885737,0.516164203,0.121950485,0.976120513,39.66666667,7.3,46.96666667,
D,75,31,com,0.240342914,0.424625856,0.335031231,0.277130221,150.8292182,0.43398898,0.103802252,0.99200969,40.43333333,7.8,48.23333333,
D,75,31,com,0.238749472,0.431083235,0.330167292,0.287137013,148.5184936,0.446163866,0.106527681,0.97420556,42.13333333,8.2,50.33333333,
D,75,31,com,0.218634526,0.439526211,0.341839263,0.335619664,153.4656519,0.502567719,0.081517949,0.991225066,40.7,7.333333333,48.03333333,
D,75,31,com,0.234957262,0.432241942,0.332800796,0.29569082,149.7570601,0.456421881,0.116924355,0.974201588,40.06666667,7.966666667,48.03333333,
A,75,42,sem,0.321980748,0.423175212,0.25484404,0.135803066,96.06977706,0.397781266,0.232478857,0.656967609,36.23333333,5.9,42.13333333,0.5463
A,75,42,sem,0.311796875,0.43044803,0.257755096,0.159854456,101.2238598,0.401193459,0.350558639,0.645104078,36,6.066666667,42.06666667,0.68405
A,75,42,sem,0.314248269,0.428440258,0.257311474,0.153754885,100.0372116,0.399422746,0.395654335,0.624069927,37.33333333,6.366666667,43.7,0.76903
A,75,42,sem,0.308202447,0.429903486,0.261894067,0.16488289,103.46222,0.390807297,0.372860194,0.653567614,35.76666667,6.6,42.36666667,0.73927
A,75,42,sem,0.311591855,0.435202804,0.25320534,0.165522004,100.7514301,0.418190007,0.35960446,0.633798678,36.83333333,6.333333333,43.16666667,0.6871
A,75,42,com,0.311106557,0.428186034,0.260707409,0.158366902,101.9442698,0.391135189,0.356885314,0.65035022,32.74666667,8.046666667,41.08333333,0.90015
A,75,42,com,0.300482877,0.410922329,0.288594795,0.155241276,114.1690567,0.29769016,0.189828871,0.805099527,34.99,9.25,44.48,0.78005
A,75,42,com,0.310730843,0.42522358,0.264045576,0.155570418,102.6209784,0.379042959,0.256847463,0.691486406,35.21,9.43,44.89333333,0.74318
A,75,42,com,0.298896408,0.426267477,0.274836114,0.175644529,110.4668516,0.355249629,0.346541178,0.713107795,37.90666667,8.776666667,46.61333333,0.74298
A,75,42,com,0.299276093,0.443802919,0.256920988,0.194497252,106.4015406,0.421092164,0.336911528,0.671785106,33.91,8.45,42.59666667,0.71617
B,75,42,sem,0.322852272,0.422072839,0.255074889,0.133195358,95.64854537,0.395661446,0.30301303,0.631822649,37,6.966666667,43.96666667,0.66915
B,75,42,sem,0.302066107,0.438972592,0.258961301,0.18474944,105.6326326,0.4100741,0.458726485,0.630581097,35.86666667,6.233333333,42.1,0.79962
