Bloco,Tratamento,DAS,Inoculacao,Rn,Gn,Bn,MPRI,H,S,V,ICVE,Clof A,Clof B,Clorof Total,NDVI
A,25,42,sem,0.316904074,0.424391388,0.258704538,0.144999288,98.92426499,0.390410491,0.273833652,0.661497869,36.6,7.3,43.9,0.61038
A,25,42,sem,0.316570508,0.432582808,0.250846684,0.154857887,98.30134517,0.420118692,0.28102317,0.645737964,35.8,6.433333333,42.23333333,0.67829
A,25,42,sem,0.30439538,0.432144639,0.26345998,0.173445103,105.4395533,0.390343055,0.445365302,0.640539177,35.76666667,6.2,41.96666667,0.76669
A,25,42,com,0.319948126,0.425370753,0.254681121,0.141446339,97.05765563,0.401272611,0.335884268,0.626823572,35.25666667,9.613333333,45.14,0.74992
A,25,42,com,0.319565745,0.413769852,0.266664403,0.128459748,98.4230933,0.355524812,0.282276644,0.667527811,33.50666667,9.543333333,43.46,0.75131
A,25,42,com,0.320938982,0.424343698,0.254717321,0.138745631,96.57616857,0.399738179,0.319044687,0.630273315,33.37333333,8.956666667,42.68,0.65922
A,25,42,com,0.314984325,0.42693598,0.258079694,0.150894448,99.77997768,0.395507275,0.319697303,0.649265017,34.99,9.326666667,44.56333333,0.70598
A,25,42,com,0.310393801,0.405525008,0.284081191,0.132879881,107.0001071,0.299473064,0.215666866,0.756065063,33.77666667,9.433333333,43.58333333,0.67927
B,25,42,sem,0.31268447,0.438210354,0.249105176,0.167168397,99.82732319,0.43153973,0.348202537,0.628015484,36.53333333,6.633333333,43.16666667,0.64298
B,25,42,sem,0.30228853,0.433987397,0.263724072,0.178871618,106.4100652,0.3923232,0.476469845,0.634902681,36.83333333,7.033333333,43.86666667,0.75132
B,25,42,sem,0.278263721,0.400839534,0.320896744,0.180496577,140.8685653,0.305797713,0.49233039,0.849893773,38.8,7.033333333,45.83333333,0.82577
B,25,42,sem,0.274836206,0.411929458,0.313234336,0.199621587,136.8052602,0.332807594,0.496687767,0.816864103,36.93333333,6.3,43.23333333,0.79214
B,25,42,sem,0.287447833,0.393966348,0.31858582,0.156319781,137.5394786,0.270374654,0.524983631,0.832322119,37.7,7.8,45.5,0.74226
B,25,42,com,0.305892019,0.427642335,0.266465646,0.165977661,105.3230489,0.376896009,0.335774804,0.680904445,31.48666667,7.68,39.52333333,0.63557
B,25,42,com,0.310784627,0.413463505,0.275751868,0.141773065,104.7364709,0.333068422,0.269061735,0.714492564,32.29666667,8.376666667,41.04,0.63463
B,25,42,com,0.316423473,0.41886001,0.264716517,0.139315706,99.8731865,0.368007184,0.257868402,0.679559174,32.65666667,8.74,41.77666667,0.65024
B,25,42,com,0.322487,0.425611847,0.251901153,0.137849227,95.61951601,0.408143465,0.274813951,0.636900395,33.69,9.76,43.86666667,0.59905
B,25,42,com,0.320631007,0.424082061,0.255286932,0.138913977,96.77276293,0.398024684,0.310015003,0.634946565,32.52,8.67,41.57666667,0.44725
C,25,42,sem,0.318221645,0.422050096,0.259728259,0.140257212,98.37873668,0.384603245,0.283675127,0.657122413,40,8.166666667,48.16666667,0.50056
C,25,42,sem,0.30935347,0.438458957,0.252187573,0.172644212,101.5862547,0.424831974,0.330419802,0.645950823,39.9,7.6,47.5,0.75948
C,25,42,sem,0.287455055,0.435779534,0.276765411,0.20508488,115.9665303,0.364895804,0.426455437,0.713808088,40.73333333,7.533333333,48.26666667,0.87259
C,25,42,sem,0.27420713,0.430443051,0.295349818,0.221721253,128.1195239,0.362965369,0.434422947,0.779312361,38.3,7.233333333,45.53333333,0.7673
C,25,42,sem,0.292897517,0.425655739,0.281446744,0.184757666,115.2357594,0.338792553,0.463579384,0.706074684,40.7,8.266666667,48.96666667,0.79678
C,25,42,com,0.312214724,0.432255085,0.255530191,0.161242752,100.754992,0.408843992,0.292379694,0.65934206,31.17333333,8.116666667,39.73,0.71211
C,25,42,com,0.308267821,0.429249322,0.262482858,0.1640389,103.5272769,0.388507228,0.30841901,0.676176126,31.62,8.226666667,40.26333333,0.71783
C,25,42,com,0.306614721,0.431469562,0.261915717,0.169160682,104.1823684,0.392968264,0.398350242,0.648351434,25.74,6.44,,0.74311
C,25,42,com,0.281311947,0.428125759,0.290562295,0.206943909,123.7804404,0.342922165,0.430168899,0.763305426,27.85,7.24,35.71333333,0.71359
C,25,42,com,0.311184762,0.413802149,0.275013089,0.141543778,104.3625973,0.335399564,0.306107043,0.699290005,30.31666667,8.296666667,39.15666667,0.56436
D,25,42,sem,0.318584754,0.414944375,0.266470871,0.13136441,98.94012804,0.357815442,0.212650266,0.692845476,37.96666667,8.266666667,46.23333333,0.71632
D,25,42,sem,0.307094986,0.420766298,0.272138716,0.156171671,105.8883787,0.353230719,0.372270267,0.679768442,38.96666667,6.866666667,45.83333333,0.8075
D,25,42,sem,0.277993195,0.399023384,0.322983421,0.178769904,142.3036385,0.30331603,0.438024157,0.876795707,34,6.8,40.8,0.85427
D,25,42,sem,0.294369366,0.406731633,0.298899001,0.160265449,122.4187663,0.276256523,0.467446184,0.765536689,34.5,8.333333333,42.83333333,0.90651
D,25,42,sem,0.2980268,0.387567183,0.314406017,0.130602638,130.9755288,0.2310319,0.462772092,0.829707163,40,7.733333333,47.73333333,0.88202
D,25,42,com,0.310229059,0.423097576,0.266673365,0.15391302,103.2932409,0.369711904,0.260360441,0.697160557,26.14666667,5.596666667,,0.73602
D,25,42,com,0.319318048,0.417747432,0.26293452,0.133542253,98.14774213,0.370589741,0.259739095,0.668488955,33.77666667,9.906666667,44.11666667,0.76815
D,25,42,com,0.321427791,0.415374694,0.263197515,0.127506224,97.04112669,0.366361219,0.264375336,0.662205185,34.81,,46.86,0.7308
D,25,42,com,0.316649503,0.419332672,0.264017826,0.139518554,99.66774774,0.37038575,0.259043014,0.677233455,33.23666667,10.01666667,43.74333333,0.69386
D,25,42,com,0.306707156,0.413458066,0.279834778,0.148231138,107.9336703,0.323184619,0.217484537,0.752741783,33.73333333,9.946666667,44.11333333,0.6097
A,25,53,sem,0.29010297,0.409182296,0.300714734,0.170287194,125.3469049,0.291017786,0.421490955,0.792202114,37.66666667,6.933333333,44.6,0.62567
A,25,53,sem,0.282660152,0.43324768,0.284092169,0.210344854,120.570572,0.347578384,0.345179542,0.772250536,34.5,5.266666667,39.76666667,0.69378
A,25,53,sem,0.235677521,0.428666227,0.335656252,0.290495255,151.0832896,0.450207397,0.419726602,0.882706943,38.83333333,7.533333333,46.36666667,0.78322
A,25,53,sem,0.234802558,0.417599008,0.347598434,0.280190084,157.0234353,0.437732002,0.418141354,0.920394633,35.83333333,5.933333333,41.76666667,0.85807
A,25,53,sem,0.259866866,0.396394189,0.343738945,0.208038131,156.8594695,0.34442312,0.396907847,0.957664508,33.6,5.666666667,39.26666667,0.81506
A,25,53,com,0.251300528,0.402702776,0.345996696,0.231500738,157.527647,0.375965245,0.384238432,0.955085702,35.23333333,6.4,41.63333333,0.85645
A,25,53,com,0.277595494,0.391718443,0.330686062,0.170507355,147.9123009,0.291339228,0.48261247,0.897084439,35.16666667,5.833333333,41,0.79071
A,25,53,com,0.280640403,0.399556746,0.319802851,0.174826289,139.7596632,0.297620663,0.471387645,0.853439804,37.23333333,6.166666667,43.4,0.86082
A,25,53,com,0.282638564,0.393412768,0.323948667,0.163854723,142.3753013,0.281572468,0.467413501,0.87464524,33.86666667,5.533333333,39.4,0.81306
A,25,53,com,0.27695044,0.396615353,0.326434206,0.177658833,144.8111654,0.301715281,0.469619574,0.880728189,37.03333333,6.566666667,43.6,0.79859
B,25,53,sem,0.298580988,0.399400736,0.302018277,0.144444682,122.0456046,0.252427548,0.487911106,0.764584919,35.26666667,6.166666667,41.43333333,0.86566
B,25,53,sem,0.273593521,0.399447726,0.326958753,0.186993302,145.4414535,0.315070526,0.499017879,0.869978607,35.7,5.533333333,41.23333333,0.86497
B,25,53,sem,0.260697677,0.399751471,0.339550852,0.210544286,154.0241742,0.347850613,0.527451873,0.897255695,38.2,8,46.2,0.86751
B,25,53,sem,0.292315312,0.395899019,0.311785669,0.150510826,131.2780423,0.261641739,0.456300593,0.82334168,37.83333333,6.766666667,44.6,0.89991
B,25,53,sem,0.267337123,0.400235237,0.33242764,0.199076719,149.386655,0.332050011,0.473980706,0.894582289,35.76666667,6.3,42.06666667,0.85631
B,25,53,com,0.272702655,0.399440472,0.327856873,0.188557781,146.1110151,0.317288371,0.48698089,0.876971441,37.53333333,6.966666667,44.5,0.82354
B,25,53,com,0.298432013,0.387931087,0.3136369,0.130396103,130.1933258,0.230708692,0.47518986,0.821330071,39.3,7.733333333,47.03333333,0.83516
B,25,53,com,0.261942409,0.397101957,0.340955634,0.205084142,155.0755355,0.340364851,0.456977042,0.929083455,38.13333333,6.4,44.53333333,0.83652
B,25,53,com,0.254215702,0.397787854,0.347996444,0.220201486,159.1917547,0.360926434,0.443372244,0.949632411,37.03333333,6.133333333,43.16666667,0.81304
B,25,53,com,0.279532674,0.39245404,0.328013286,0.168041069,145.7598433,0.287731439,0.452681238,0.896306015,37.56666667,6.666666667,44.23333333,0.62874
C,25,53,sem,0.224786211,0.429044415,0.346169373,0.312402319,155.6558003,0.47607706,0.428185173,0.896667035,38.23333333,6.3,44.53333333,0.7367
C,25,53,sem,0.239872563,0.411941398,0.348186038,0.26398458,157.7686551,0.417702216,0.407260312,0.934838353,38.43333333,6.133333333,44.56666667,0.84649
C,25,53,sem,0.285271479,0.40267578,0.312052741,0.170658867,133.6866852,0.291560372,0.40451395,0.844012366,36.6,6.133333333,42.73333333,0.89367
C,25,53,sem,0.253085848,0.401180412,0.345733739,0.226352133,157.5359722,0.369147046,0.339259933,0.97239752,38.76666667,6.8,45.56666667,0.90968
C,25,53,sem,0.288546069,0.391352702,0.320101229,0.151208735,138.41622,0.262695601,0.449729595,0.864837268,35.93333333,6.766666667,42.7,0.86367
C,25,53,com,0.273457893,0.389780201,0.336761906,0.175385444,152.652729,0.298430519,0.442922864,0.934286255,34.7,5.566666667,40.26666667,0.87682
C,25,53,com,0.283353298,0.392509117,0.324137585,0.161505976,142.4180193,0.278097537,0.405147528,0.896796197,35.03333333,6.066666667,41.1,0.82492
C,25,53,com,0.229977785,0.424707524,0.345314691,0.297440215,155.5375322,0.458503154,0.391706405,0.914027548,36.8,6.233333333,43.03333333,0.85933
C,25,53,com,0.237014809,0.423748499,0.339236692,0.282602994,152.8452407,0.440671035,0.45279033,0.884653105,35.86666667,6.866666667,42.73333333,0.76296
C,25,53,com,0.280202775,0.400033921,0.319763304,0.176160956,139.808137,0.299552463,0.420772453,0.8699369,37.5,6.766666667,44.26666667,0.81915
D,25,53,sem,0.211910455,0.436334476,0.351755069,0.346202508,157.3876057,0.514339419,0.395183241,0.9045347,40.23333333,6.966666667,47.2,0.89668
D,25,53,sem,0.216666377,0.436711637,0.346621986,0.336780938,155.4351487,0.503868553,0.419153816,0.889187815,36.5,5.9,42.4,0.90154
D,25,53,sem,0.219290413,0.435314471,0.345395116,0.330006793,155.0251831,0.496248281,0.444426684,0.881026029,37.13333333,6.166666667,43.3,0.93516
D,25,53,sem,0.301416726,0.403035928,0.295547346,0.144252706,116.7237187,0.266697271,0.462724016,0.738658008,39.63333333,6.9,46.53333333,0.94311
D,25,53,sem,0.22252071,0.426053857,0.351425433,0.31381611,158.0001171,0.477716946,0.450750497,0.901622614,37.7,6.6,44.3,0.93608
D,25,53,com,0.324661538,0.422325874,0.253012589,0.130744287,94.60957107,0.40090673,0.333948804,0.613990217,,7.966666667,,0.88646
D,25,53,com,0.219934857,0.430458512,0.349606631,0.323686656,156.9569225,0.489068397,0.37921617,0.915888047,39.93333333,7.166666667,47.1,0.86897
D,25,53,com,0.224294663,0.436601062,0.339104275,0.321240388,152.4463925,0.486270918,0.322748035,0.910584752,34.43333333,6.1,40.53333333,0.91581
D,25,53,com,0.225122263,0.427303567,0.34757417,0.30989163,156.3392376,0.473156135,0.400762934,0.910578297,37.6,7.133333333,44.73333333,0.85341
D,25,53,com,0.306118213,0.431858397,0.262023391,0.170385054,104.4220024,0.393265495,0.327278345,0.673274289,36.5,7.1,43.6,0.84868
A,25,65,sem,0.220454701,0.440837542,0.338707757,0.333260889,152.1948086,0.499918496,0.421295192,0.871788818,35.96666667,6.2,42.16666667,0.893276923
A,25,65,sem,0.224863003,0.443815314,0.331321683,0.327440423,149.1731143,0.493341045,0.385526188,0.869117113,36.33333333,5.8,42.13333333,0.906692308
A,25,65,sem,0.230375678,0.437788343,0.33183598,0.310421781,149.3502719,0.473773842,0.39720928,0.872729359,34.6,5.633333333,40.23333333,0.912369863
A,25,65,sem,0.226646867,0.440506148,0.332846985,0.320555069,149.7953265,0.485485349,0.407359067,0.867914786,37.6,6.633333333,44.23333333,0.93664557
A,25,65,sem,0.231565318,0.431719192,0.33671549,0.301761718,151.5208002,0.463620514,0.433554751,0.876057135,35.23333333,6.233333333,41.46666667,0.944466667
A,25,65,com,0.217096055,0.445076723,0.337827222,0.344291815,151.774054,0.512227794,0.365951437,0.883796112,36.06666667,6,42.06666667,0.930366667
A,25,65,com,0.22001572,0.44079345,0.33919083,0.334102098,152.3878073,0.500864362,0.416679513,0.874084304,37.83333333,7.233333333,45.06666667,0.867699115
A,25,65,com,0.290176342,0.406414216,0.303409442,0.166866853,126.8306993,0.286008386,0.475017485,0.784273039,34.83333333,5.6,40.43333333,0.919745098
A,25,65,com,0.230591116,0.434792787,0.334616097,0.306893014,150.5653661,0.46965285,0.449818757,0.863317054,30.83333333,5.266666667,36.1,0.890779221
A,25,65,com,0.230166365,0.438962307,0.330871328,0.312041542,148.9387701,0.475658021,0.401162341,0.868497491,35.23333333,5.7,40.93333333,
B,25,65,sem,0.220177283,0.44173013,0.338092587,0.334718787,151.9333214,0.501557018,0.430953398,0.866570536,40.7,6.9,47.6,0.9199
B,25,65,sem,0.229458516,0.436080502,0.334460982,0.31045811,150.4911791,0.473816153,0.439733481,0.864878895,36.9,6.333333333,43.23333333,0.904789474
B,25,65,sem,0.236829562,0.428319342,0.334851096,0.287890092,150.7133469,0.447072454,0.469853634,0.864987676,39.96666667,7.366666667,47.33333333,0.943391892
B,25,65,sem,0.210256392,0.447825925,0.341917682,0.36100276,153.2520643,0.530495265,0.429996709,0.864569699,39.13333333,7,46.13333333,0.926038961
B,25,65,sem,0.212398386,0.45026368,0.337337934,0.358954142,151.5152024,0.528279993,0.42174446,0.85840964,39.23333333,6.4,45.63333333,0.923519481
B,25,65,com,0.234234699,0.436623882,0.329141419,0.301686806,148.1359068,0.463532095,0.444816498,0.853527729,39.3,6.566666667,45.86666667,0.901105882
B,25,65,com,0.228891675,0.439166067,0.331942257,0.314754816,149.4046025,0.478803823,0.437853901,0.857806328,35.86666667,5.733333333,41.6,0.910067416
B,25,65,com,0.226342838,0.443888506,0.329768656,0.324582951,148.5252706,0.490090788,0.404796457,0.860177977,38.2,6.133333333,44.33333333,0.910057471
B,25,65,com,0.229837256,0.437277044,0.3328857,0.310950895,149.8057893,0.474389843,0.475134831,0.849079494,37.3,6.866666667,44.16666667,0.902478873
B,25,65,com,0.230617587,0.43905194,0.330330473,0.311249571,148.7033931,0.474737347,0.458680193,0.848324115,33.06666667,5.866666667,38.93333333,
C,25,65,sem,0.214331541,0.451008395,0.334660064,0.355723205,150.5045097,0.524772614,0.457021958,0.842204641,,,,0.908623188
C,25,65,sem,0.211130526,0.45603234,0.332837133,0.367079504,149.8176493,0.537027295,0.442367182,0.839188782,,7.1,36,0.941232877
C,25,65,sem,0.208681099,0.453947528,0.337371373,0.370141614,151.4817503,0.540296872,0.440355272,0.848014565,43.4,9.866666667,53.26666667,0.952380952
C,25,65,sem,0.217092738,0.443921559,0.338985703,0.343152669,152.2427187,0.510965994,0.441079389,0.861777754,40.3,9.066666667,49.36666667,0.961541667
C,25,65,sem,0.216341571,0.449214031,0.334444398,0.349891818,150.4294018,0.518399791,0.422616821,0.855380028,39.83333333,8.566666667,48.4,0.930512
C,25,65,com,0.216424068,0.446465365,0.337110567,0.347028155,151.4777827,0.51525004,0.422889289,0.862163461,40.4,8.766666667,49.16666667,0.919050847
C,25,65,com,0.217389774,0.443226026,0.3393842,0.341857175,152.4113843,0.509528408,0.454281507,0.858793274,43.76666667,10.3,54.06666667,0.94192517
C,25,65,com,0.213096122,0.447940076,0.338963801,0.355266405,152.1577823,0.52427538,0.40950234,0.867395106,39.46666667,8.433333333,47.9,0.916787879
C,25,65,com,0.214375179,0.450660622,0.334964199,0.355297329,150.6211889,0.524309052,0.403878438,0.860721886,41.36666667,9.9,51.26666667,0.910537736
C,25,65,com,0.210256197,0.452411101,0.337332702,0.365424557,151.4864169,0.535254115,0.453866075,0.845217808,43.36666667,9.7,53.06666667,
D,25,65,sem,0.206577918,0.455222938,0.338199144,0.375709729,151.7612375,0.546204946,0.465497781,0.839217077,41.43333333,9.5,50.93333333,0.908613636
D,25,65,sem,0.210557984,0.445327679,0.344114337,0.357943021,154.1329454,0.527184153,0.455883933,0.861938112,41.66666667,9.8,51.46666667,0.930148515
D,25,65,sem,0.216528006,0.438244925,0.345227069,0.338616502,154.827941,0.505920107,0.453933708,0.873537289,41.76666667,10.46666667,52.23333333,0.951663462
D,25,65,sem,0.218439717,0.436705902,0.344854381,0.333156749,154.7505953,0.499801316,0.448389859,0.876995138,41.1,9.5,50.6,0.939203125
D,25,65,sem,0.251701201,0.425519866,0.322778932,0.256664587,144.5351318,0.408485429,0.479167945,0.84042183,41.53333333,9.866666667,51.4,0.927568627
D,25,65,com,0.216397706,0.445333388,0.338268906,0.345964824,151.9402895,0.514077067,0.471889116,0.848790659,41.73333333,8.433333333,50.16666667,0.911962406
D,25,65,com,0.204966318,0.456127468,0.338906213,0.379917578,151.9969617,0.550638073,0.460842169,0.840600818,40.53333333,8.2,48.73333333,0.92102963
D,25,65,com,0.207079853,0.45248332,0.340436827,0.372069693,152.6051565,0.542348096,0.4482492,0.850940659,41.96666667,9.6,51.56666667,0.902132231
D,25,65,com,0.207239582,0.454613912,0.338146506,0.373759951,151.7511338,0.544141574,0.42167032,0.85445789,39.53333333,9.266666667,48.8,0.909977273
D,25,65,com,0.212208408,0.451918839,0.335872753,0.360940516,150.9534327,0.530428055,0.40953532,0.85864239,42.1,10.36666667,52.46666667,
A,25,87,sem,0.237251192,0.427812888,0.33493592,0.28653133,150.7568824,0.44543234,0.352056323,0.905042015,43.96666667,11.03333333,55,
A,25,87,sem,0.285629424,0.38884001,0.325530566,0.153024853,143.1959593,0.265432011,0.492828292,0.876113006,40.5,9.033333333,49.53333333,
A,25,87,sem,0.252770086,0.420517314,0.3267126,0.249146543,146.447834,0.398906829,0.343073823,0.899605527,43.96666667,12.33333333,56.3,
A,25,87,sem,0.272906305,0.397482467,0.329611228,0.185826744,147.3109665,0.313412975,0.404480858,0.912429647,41.6,10.16666667,51.76666667,
A,25,87,sem,0.233710969,0.425829309,0.340459722,0.291291292,153.338437,0.451162791,0.383351906,0.907041973,42.86666667,11.5,54.36666667,
A,25,87,com,0.240305672,0.422491355,0.337202973,0.27487402,151.9116077,0.431217541,0.348997038,0.917215183,41.73333333,10.5,52.23333333,
A,25,87,com,0.248108769,0.41264955,0.339241682,0.2490181,153.2317299,0.39874218,0.324716516,0.943467823,43.73333333,10.7,54.43333333,
A,25,87,com,0.242805764,0.423639201,0.333555035,0.271340389,150.11034,0.426857184,0.36907579,0.901968675,42.86666667,10.63333333,53.5,
A,25,87,com,0.227079805,0.440953366,0.331966829,0.320154103,149.4249624,0.485025351,0.297037091,0.902784533,43.33333333,11.3,54.63333333,
A,25,87,com,0.271263222,0.406139123,0.322597655,0.199107521,142.836296,0.332092857,0.455312448,0.864399876,42.66666667,10.73333333,53.4,
B,25,87,sem,0.280216055,0.410921007,0.308862938,0.18911582,133.1503279,0.318078049,0.440220228,0.820291285,41.46666667,12.53333333,54,
B,25,87,sem,0.223521716,0.443493289,0.332984996,0.329785045,149.8574799,0.495997524,0.216022919,0.92853474,41.53333333,12.3,53.83333333,
B,25,87,sem,0.237325322,0.424889051,0.337785627,0.283237175,152.136375,0.441441661,0.389897508,0.90142236,41.4,11.66666667,53.06666667,
B,25,87,sem,0.282354927,0.39461796,0.323027113,0.165830915,141.7376197,0.284485362,0.471010584,0.868932572,41.76666667,11.13333333,52.9,
B,25,87,sem,0.263957307,0.400019636,0.336023057,0.204920262,151.779149,0.340139125,0.37873169,0.936927222,42.3,12.1,54.4,
B,25,87,com,0.233420365,0.4368329,0.329746735,0.303486077,148.4131074,0.465652964,0.337329005,0.890189941,42.96666667,11.03333333,54,
B,25,87,com,0.233133278,0.439905319,0.326961403,0.30722167,147.2265411,0.470037603,0.33515766,0.882860141,43.26666667,11.03333333,54.3,
B,25,87,com,0.241832603,0.433781714,0.324385683,0.284110484,145.8046771,0.442501619,0.349120148,0.879485395,47.06666667,13.43333333,60.5,
B,25,87,com,0.232012698,0.444091649,0.323895654,0.31367784,145.9949293,0.47755672,0.337189499,0.872834201,37.23333333,9.9,47.13333333,
B,25,87,com,0.235827315,0.446897352,0.317275334,0.309158358,143.152889,0.472300935,0.234678349,0.8929674,,8.766666667,,
C,25,87,sem,0.230581562,0.436669198,0.33274924,0.308860848,149.744922,0.471953682,0.326820897,0.898991374,38.03333333,11,49.03333333,
C,25,87,sem,0.282739394,0.407469528,0.309791077,0.180713592,133.0129016,0.306109108,0.462823849,0.815982912,41.66666667,11.5,53.16666667,
C,25,87,sem,0.289904969,0.400004765,0.310090266,0.159585798,131.000182,0.27524621,0.483816084,0.808091358,45.53333333,,,
C,25,87,sem,0.27190623,0.398605032,0.329488738,0.188958499,147.2690065,0.3178555,0.462326096,0.891433949,42.53333333,13,55.53333333,
C,25,87,sem,0.237161024,0.42531713,0.337521846,0.284018581,152.0034755,0.442390142,0.358587164,0.910804651,37.93333333,8.766666667,46.7,
C,25,87,com,0.233180991,0.438061193,0.328757816,0.305225456,147.9900617,0.467697675,0.327589297,0.890404685,42.6,12.36666667,54.96666667,
C,25,87,com,0.267823099,0.405919666,0.326257234,0.204969276,145.3883798,0.340206643,0.391072417,0.897286868,41.1,11.06666667,52.16666667,
C,25,87,com,0.273245757,0.398447729,0.328306514,0.186397477,146.3865286,0.314224332,0.433171927,0.89745974,42.3,10.9,53.2,
C,25,87,com,0.232546883,0.438050447,0.32940267,0.306448527,148.2785715,0.469132186,0.336768824,0.888469505,41,11.53333333,52.53333333,
C,25,87,com,0.248005039,0.426432095,0.325562865,0.264556987,146.0805153,0.41841845,0.316061737,0.900065023,41.36666667,11.86666667,53.23333333,
D,25,87,sem,0.240717397,0.412827287,0.346455316,0.263348312,156.8617698,0.416905314,0.407722705,0.929911604,43,10.9,53.9,
D,25,87,sem,0.216530713,0.436369378,0.347099909,0.336711034,155.6359139,0.503790311,0.397577603,0.897521328,43.1,11.03333333,54.13333333,
D,25,87,sem,0.241035558,0.417122851,0.341841591,0.267545458,154.3486568,0.422147319,0.404928527,0.915133922,40.43333333,10.03333333,50.46666667,
D,25,87,sem,0.270596729,0.399434735,0.329968536,0.192286502,147.6495155,0.322550833,0.422920634,0.90511793,40.26666667,11.9,52.16666667,
D,25,87,sem,0.240620075,0.423282197,0.336097729,0.275134052,151.3620534,0.431537456,0.260897272,0.943422054,44.6,11.26666667,55.86666667,
D,25,87,com,0.209666688,0.446610309,0.343723003,0.361042093,153.9463831,0.530537733,0.364987423,0.890082632,44.23333333,12.16666667,56.4,
D,25,87,com,0.211854389,0.455885084,0.332260527,0.365457944,149.6043426,0.53528993,0.34633177,0.87059467,44.83333333,12.66666667,57.5,
D,25,87,com,0.226581402,0.427434439,0.345984159,0.307107297,155.6686937,0.46990373,0.460841388,0.887911037,41.53333333,11.83333333,53.36666667,
D,25,87,com,0.269472189,0.425172782,0.305355029,0.224144132,133.8276314,0.366205459,0.462655304,0.800533254,44.8,13,57.8,
D,25,87,com,0.225225941,0.431725154,0.343048904,0.314329658,154.2344055,0.478311748,0.464879038,0.875794213,48.26666667,,,
A,25,101,sem,0.294131935,0.393847801,0.312020265,0.144940121,130.763581,0.253183758,0.439886149,0.828774369,42.1,13,55.1,
A,25,101,sem,0.215111251,0.426783033,0.358105716,0.329761126,160.5328846,0.495970471,0.386704034,0.930957857,42.23333333,12.7,54.93333333,
A,25,101,sem,0.287313219,0.399432139,0.313254643,0.163261271,133.8824515,0.280695791,0.436440806,0.838079198,41.63333333,11.66666667,53.3,
A,25,101,sem,0.214361186,0.438194639,0.347444175,0.343010427,155.6737531,0.510808286,0.286780741,0.932324508,43.76666667,12.5,56.26666667,
A,25,101,sem,0.280283938,0.3933273,0.326388762,0.167816917,144.4710469,0.287402785,0.409693975,0.903584674,43,12.86666667,55.86666667,
A,25,101,com,0.231555141,0.418982461,0.349462398,0.288111432,157.744953,0.447339298,0.396323757,0.928473165,44.13333333,13.43333333,57.56666667,
A,25,101,com,0.241895525,0.412229133,0.345875342,0.260399307,156.6268825,0.413201286,0.374121031,0.941041909,43.1,13.5,56.6,
A,25,101,com,0.264528463,0.396905497,0.33856604,0.200136434,153.557593,0.333522803,0.330012698,0.965252572,42.86666667,11.9,54.76666667,
A,25,101,com,0.291684538,0.388073045,0.320242418,0.141798355,137.7767337,0.248377228,0.458176454,0.863241738,42.5,13.23333333,55.73333333,
A,25,101,com,0.284271654,0.385077879,0.330650467,0.150603265,147.6047316,0.261781397,0.424803448,0.924498005,44.06666667,12.43333333,56.5,
B,25,101,sem,0.244999794,0.404775926,0.35022428,0.24589428,159.5144698,0.39472736,0.393973865,0.956624424,41.86666667,12.03333333,53.9,
B,25,101,sem,0.242896264,0.408395302,0.348708434,0.254108983,158.3611303,0.405242266,0.325948053,0.969387284,43.9,13.26666667,57.16666667,
B,25,101,sem,0.22797138,0.415505094,0.356523525,0.291438338,161.129291,0.451339145,0.317705062,0.972147992,42.56666667,12.7,55.26666667,
B,25,101,sem,0.293336122,0.38247239,0.324191488,0.131895746,140.7695699,0.233052817,0.436449692,0.892218996,43.26666667,12.63333333,55.9,
B,25,101,sem,0.234912293,0.412817918,0.352269789,0.274660069,159.5796914,0.430954221,0.327052986,0.967218105,41.2,11.53333333,52.73333333,
B,25,101,com,0.295230914,0.39046096,0.314308126,0.13888169,132.0196593,0.243891339,0.428433548,0.842667589,41.16666667,12.83333333,54,
B,25,101,com,0.22959303,0.414005884,0.356401086,0.286533818,161.25788,0.445435346,0.385601258,0.952198243,42.3,12.1,54.4,
B,25,101,com,0.276401626,0.38811432,0.335484054,0.168111383,151.7327024,0.287834508,0.44263794,0.932801975,42.73333333,12.43333333,55.16666667,
B,25,101,com,0.296721129,0.385662862,0.317616009,0.130339713,134.095664,0.230620425,0.488397927,0.83863646,42.06666667,12.86666667,54.93333333,
B,25,101,com,0.294479025,0.39136131,0.314159666,0.141260699,132.1883838,0.247552026,0.405617432,0.849990091,42.8,12.5,55.3,
C,25,101,sem,0.301237444,0.380004147,0.318758409,0.115622275,133.3464757,0.207278534,0.51056455,0.834866059,43,10.66666667,53.66666667,
C,25,101,sem,0.293084337,0.381099391,0.325816272,0.130550546,142.3134109,0.230950392,0.447110581,0.89794307,44.4,11.8,56.2,
C,25,101,sem,0.300778738,0.389100069,0.310121193,0.128024415,126.3466809,0.22698873,0.415294266,0.821165006,44.9,11.63333333,56.53333333,
C,25,101,sem,0.265482498,0.397279009,0.337238493,0.198859635,152.6667196,0.331747986,0.340473511,0.957407943,45.46666667,12.5,57.96666667,
C,25,101,sem,0.299704893,0.37996196,0.320333147,0.118082949,135.4216351,0.211223951,0.494831352,0.850323983,43.63333333,10.3,53.93333333,
C,25,101,com,0.296623704,0.386616196,0.316760099,0.13171434,133.4253833,0.232769587,0.479597544,0.837129753,42.43333333,10.93333333,53.36666667,
